slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__rank_power,num__n_classes,num__lambda_prior,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score
henryszy__bc2026-mtoshidesu-robust-v61,henryszy/bc2026-mtoshidesu-robust-v61,bc2026-mtoshidesu-robust-v61.ipynb,42,29.0,13.0,9516.0,83397,"# exp_044c: V8 Without Rare-Taxon Suppression

Ablation after `exp_044/044b = 0.944`: keep V8 thresholds, rank/gates, and sonotype mirroring, but disable the final adaptive suppression of weak Amphibia/Mammalia/Reptilia predictions.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-pacerq-v51-0943-v6,henryszy/bc2026-pacerq-v51-0943-v6,bc2026-pacerq-v51-0943-v6.ipynb,21,21.0,0.0,0.0,85753,,,,0,,0,0.943,0.943,1,0.943,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0,,12,5,,,,,,,,,
henryszy__bc2026-raunak0946-bigproto-v55,henryszy/bc2026-raunak0946-bigproto-v55,bc2026-raunak0946-bigproto-v55.ipynb,41,28.0,13.0,8956.0,70075,"# v55: Raunak 0.946 + Bigger ProtoSSM (d_model=256, 3 layers, 4 heads) + OOF Temps

Base = v47 anchor (Raunak 0.946 + simple head 3% rank blend).

**Key change:** Scale up ProtoSSM from d_model=128/2-layer/2-head to
d_model=256/3-layer/4-head. Top teams (troyxxf 0.947+) use d_model=320/4-layer/8-head.
This is the single largest architectural gap vs front-runners.

Additional: per-class OOF tempera",,,0,,0,0.947,0.946,2,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.35,0.4,,0.946
henryszy__bc2026-raunak0946-ce-v65,henryszy/bc2026-raunak0946-ce-v65,bc2026-raunak0946-ce-v65.ipynb,41,28.0,13.0,8740.0,79335,"# v65: Unnormalized CE Loss (Ranking Loss) — Single Change from v53

Base = v53 (0.946 LB anchor).
Single change: replace BCE with unnormalized softmax cross-entropy in ProtoSSM training.

Theory (Tucker Arrants / BirdCLEF 2025 winner):
- CE with unnormalized multi-hot targets becomes a **ranking loss** aligned with AUC
- Rare classes only get gradient when present (no ""be negative everywhere"" sig",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-clap-v53,henryszy/bc2026-raunak0946-clap-v53,bc2026-raunak0946-clap-v53.ipynb,41,28.0,13.0,8726.0,79435,"# v53: Raunak 0.946 + Simple Head 3% + CLAP INT8 Sidecar 3%

Base = v47 anchor (simple uniform 3% head blend, no condhead, no pseudo adapter).
New: adds CLAP INT8 audio embeddings as a heterogeneous third backbone signal.

CLAP (Contrastive Language-Audio Pretraining) uses a Swin Transformer trained on
audio-text pairs — fundamentally different from Perch's supervised bird classifier.
Low correlat",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-direct-v44,henryszy/bc2026-raunak0946-direct-v44,bc2026-raunak0946-direct-v44.ipynb,40,27.0,13.0,8390.0,67679,"# v48: Raunak 0.946 Direct + Train-Audio-Head 5%

Single-variable follow-up after v47 improved hidden tie-break rank from #455 to #122 while still displaying 0.946. This keeps the original final gate intact and only increases the public train-audio-head rank voter from 3% to 5% on trained classes.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-focal-v57,henryszy/bc2026-raunak0946-focal-v57,bc2026-raunak0946-focal-v57.ipynb,41,28.0,13.0,8962.0,85130,"# v57: Focal Loss + Label Smoothing + Mixup + Cosine Restarts + Neg-Delta Gate

Base = v53 anchor (0.946 LB). Training recipe overhaul for ProtoSSM:
- Focal loss (γ=2.5) replaces plain BCE → focuses on hard negatives
- Label smoothing (ε=0.03) → prevents overconfident predictions
- Temporal mixup (α=0.4) → regularizes between-file patterns
- Cosine warm restarts (T₀=20) → escapes local minima
- SW",,,0,,0,0.947,0.946,2,0.947,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-focal-v58,henryszy/bc2026-raunak0946-focal-v58,bc2026-raunak0946-focal-v58.ipynb,41,28.0,13.0,8817.0,84455,"# v58: v57 + Bidirectional Neg-Delta Gate (All Species)

Base = v57 (focal loss + label smoothing + mixup + cosine restarts + neg-delta gate).
Change: neg-delta gate upgraded from unidirectional (rare taxa only) to bidirectional (all species).

Bidirectional: cummax from left→right AND right→left, take element-wise max.
Rationale: if a species is detected at ANY point in a 60s file, its probabilit",,,0,,0,,,0,,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-lean-v56,henryszy/bc2026-raunak0946-lean-v56,bc2026-raunak0946-lean-v56.ipynb,41,28.0,13.0,8899.0,66894,"# v56: Lean Pipeline — Remove ResidualSSM + Rank-Aware Scaling + Delta Smoothing

Hypothesis: troyxxf (0.947+) explicitly DISABLES ResidualSSM, TTA, rank-aware scaling,
and adaptive delta smoothing. These components may be adding noise on hidden test.

Base = v53 (0.946). Changes: strip ResidualSSM correction, rank_aware_scaling,
adaptive_delta_smooth. Keep: ProtoSSM d_model=128/2L/2H, file_confid",,,0,,0,0.947,0.946,2,0.947,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-negdelta-v59,henryszy/bc2026-raunak0946-negdelta-v59,bc2026-raunak0946-negdelta-v59.ipynb,41,28.0,13.0,8705.0,80275,"# v59: v53 Base + Bidirectional Neg-Delta Gate (All Species)

Base = v53 anchor (0.946 LB). ONLY change: bidirectional neg-delta gate on all species.
No training recipe changes. This isolates the neg-delta gate contribution.

Bidirectional running max: within each file, for species with peak rank > 0.25,
apply cummax forward AND backward, take element-wise max.
Effect: predictions can only stay at",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-noclap-v60,henryszy/bc2026-raunak0946-noclap-v60,bc2026-raunak0946-noclap-v60.ipynb,41,28.0,13.0,8615.0,68222,"# v60: v53 Base WITHOUT CLAP Sidecar + ProtoSSM 63%

Base = v53 anchor (0.946 LB).
Change: Remove CLAP INT8 sidecar (hypothesized to add noise).
Increase ProtoSSM weight from 60% to 63% (absorb the 3% that was CLAP).

Rationale: CLAP's low-correlation signal may be too noisy to help at this level.
The 3% rank blend dilutes the stronger ProtoSSM signal.

| Component | Weight |
| :--- | :--- |
| Pro",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-raunak0946-onlinepseudo-v50,henryszy/bc2026-raunak0946-onlinepseudo-v50,bc2026-raunak0946-onlinepseudo-v50.ipynb,41,28.0,13.0,8446.0,77504,"# v50: Raunak 0.946 + Conditional Head + Online Pseudo Adapter

Builds on v50 conditional head (agree 6%, conflict 1%, default 3%) and adds a test-time online pseudo adapter (SGDClassifier on Perch features, 3% rank blend). Combines two orthogonal signals: conditional head for trained-class boost, and self-distillation for test-distribution adaptation.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-onlinepseudo-v51,henryszy/bc2026-raunak0946-onlinepseudo-v51,bc2026-raunak0946-onlinepseudo-v51.ipynb,41,28.0,13.0,8617.0,79083,"# v51: Raunak 0.946 + Conditional Head + Multi-Round Online Pseudo (2 iterations, 5% blend)

Builds on v50 (condhead + single-pass online pseudo adapter). Key enhancement: **iterative self-distillation** — the adapter's output from round 1 becomes the teacher for round 2, producing sharper pseudo labels with higher confidence and better separation. Final blend weight increased from 3% to 5%.

Insp",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-onlinepseudo-v52,henryszy/bc2026-raunak0946-onlinepseudo-v52,bc2026-raunak0946-onlinepseudo-v52.ipynb,41,28.0,13.0,8596.0,78464,"# v52: Raunak 0.946 + Simple Head 3% + Multi-Round Online Pseudo (2 iterations, 5% blend)

Fallback build: drops the conditional head (agree/conflict gating) in favor of the simpler uniform 3% head blend from v47. Keeps the 2-round iterative self-distillation adapter from v51.

Purpose: test whether condhead helps or hurts when combined with multi-round pseudo iteration.

Inspired by BirdCLEF 2025",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-ppens-v54,henryszy/bc2026-raunak0946-ppens-v54,bc2026-raunak0946-ppens-v54.ipynb,41,28.0,13.0,8919.0,81613,"# v54: Raunak 0.946 + Multi-View Postprocess Ensemble + Agreement-Gated CLAP

Base = v47 anchor (Raunak 0.946 + simple head 3% rank blend).

**Key innovation:** Instead of a single 60/40 rank blend, generate multiple
blend perspectives (different Proto/SED ratios + filemax/delta PP treatments)
and ensemble them. This technique gave +0.001 on v22→v25 but was NEVER
applied to the stronger v47 base.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-raunak0946-v49-condhead,henryszy/bc2026-raunak0946-v49-condhead,bc2026-raunak0946-v49-condhead.ipynb,40,27.0,13.0,8374.0,68450,"# v49: Raunak 0.946 Direct + Conditional Train-Audio-Head

Conditional follow-up after v47 improved hidden tie-break rank from #455 to #122. It keeps the original final gate intact, uses a 3% head baseline, raises agreement cases to 6%, and damps clear head-vs-main conflicts to 1%.
",,,0,,0,0.946,0.946,1,0.946,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,0.946
henryszy__bc2026-robust-cv9245-rank05-v36,henryszy/bc2026-robust-cv9245-rank05-v36,bc2026-robust-cv9245-rank05-v36.ipynb,44,30.0,14.0,9666.0,96124,"# exp_045: v22 Robust Replay + Light Post-Process Ensemble

Single-factor test after v22=0.944: keep the same all-public model/data pipeline, then ensemble several output-level post-processing views before writing submission.csv.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-robust-cv9245-rank10-v37,henryszy/bc2026-robust-cv9245-rank10-v37,bc2026-robust-cv9245-rank10-v37.ipynb,44,30.0,14.0,9666.0,96124,"# exp_045: v22 Robust Replay + Light Post-Process Ensemble

Single-factor test after v22=0.944: keep the same all-public model/data pipeline, then ensemble several output-level post-processing views before writing submission.csv.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-robust-cv9245-tahead-rank0502-v39,henryszy/bc2026-robust-cv9245-tahead-rank0502-v39,bc2026-robust-cv9245-tahead-rank0502-v39.ipynb,44,30.0,14.0,9637.0,97393,"# v39: v25 + cv9245 rank05 + train-audio-head rank02

Backup candidate only. First formal test remains clean v36; this notebook is for the case where cv9245 shows positive or neutral hidden LB signal.
",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-robust-gated-snowflake-v34,henryszy/bc2026-robust-gated-snowflake-v34,bc2026-robust-gated-snowflake-v34.ipynb,42,29.0,13.0,9717.0,90907,"# exp_054/v34: v25 Post-Process Ensemble + Gated Snowflake Rescue

Uses tsubasatech public Snowflake SED only as a sparse high-confidence rescue; falls back to v25 if unavailable or time guard triggers.

# exp_045: v22 Robust Replay + Light Post-Process Ensemble

Single-factor test after v22=0.944: keep the same all-public model/data pipeline, then ensemble several output-level post-processing vie",,,0,,0,0.985,0.912,8,0.985,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
henryszy__bc2026-robust-midanchor-ppens-v29,henryszy/bc2026-robust-midanchor-ppens-v29,bc2026-robust-midanchor-ppens-v29.ipynb,42,29.0,13.0,9480.0,87618,"# exp_047: v22 Robust Replay + Mid-Anchor Post-Process Ensemble v29

After v25=0.945, this candidate stays closer to the validated v25 anchor than v27 while adding a mild SED-tilted member family.
",,,0,,0,0.945,0.912,7,0.945,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
