n_inputs,input_slugs,n_notebooks_used,notebooks_used,n_datasets_used,datasets_used,n_models_used,models_used,competitions_used,slug,ref
6,birdclef-2026|competitions|datasets|models|notebooks|perch-meta,1,vyankteshdwivedi/notebook1b25083f0d,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,zeyadmohamadezzat__birdclef-2026-eos-parity-inference,zeyadmohamadezzat/birdclef-2026-eos-parity-inference
5,birdnet-analyzer|competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,4,jaejohn/perch-meta|nina2025/perch-v2-no-dft-v3-onnx|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/perch-v2-no-dft-onnx,2,google/bird-vocalization-classifier|shadiakiki1/birdnet-analyzer,birdclef-2026,zeyadmohamadezzat__birdclef-2026-two-branch-perch-sed-sidecar,zeyadmohamadezzat/birdclef-2026-two-branch-perch-sed-sidecar
3,competitions|datasets|models,0,,1,zhiyue666/zhiyue666-bird2026-columns,1,zhiyue666/20260405-effib0-1fold-cv7447,birdclef-2026,zhiyue666__inference-birdclef-2026-baseline-zhiyue666,zhiyue666/inference-birdclef-2026-baseline-zhiyue666
2,competitions|models,0,,0,,1,zhiyue666/20260410-atto-codex-cv9145,birdclef-2026,zhiyue666__inference-birdclef-2026-claw-make-zhiyue-cry,zhiyue666/inference-birdclef-2026-claw-make-zhiyue-cry
2,competitions|datasets,0,,1,zhiyue666/bird2026-train-csv,0,,birdclef-2026,zhiyue666__training-birdclef-2026-baseline-zhiyue666,zhiyue666/training-birdclef-2026-baseline-zhiyue666
5,competitions|datasets|models|notebooks|perch-meta,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,zirach__birdclef-2026-perch-protossm,zirach/birdclef-2026-perch-protossm
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,zirach__birdclef-2026-perch-v2-starter-readable-ver,zirach/birdclef-2026-perch-v2-starter-readable-ver
1,competitions,0,,0,,0,,birdclef-2026,zirach__birdclef-2026-proper-eda-insights,zirach/birdclef-2026-proper-eda-insights
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,zwxiang123__birdclef-2026-blend-0-885,zwxiang123/birdclef-2026-blend-0-885
1,competitions,0,,0,,0,,birdclef-2026,zwxiang123__birdclef-2026-eda,zwxiang123/birdclef-2026-eda
